Read the target shape in
 ./files/input/20190408ResidueMirrorAndCyl_MA-0.08mmOffset300nm.txt
Read the unit sputter yield in
 ./files/input/20190408SputterYieldon20190408.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2141
  # 1/2 Unit :    1070
  # All      :    8682
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       2
  # Thread   :       3
  # Thread   :       0
Computation time for initialization:    0.0039

Have memorized arrays 1 times
loop:     52883, alpha:    0.1734, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52885, alpha:    0.1647, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52887, alpha:    0.1565, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52889, alpha:    0.1487, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52891, alpha:    0.1412, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52893, alpha:    0.1342, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52895, alpha:    0.1275, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52897, alpha:    0.1211, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52898, alpha:    0.1150, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52900, alpha:    0.1093, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52902, alpha:    0.1038, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52904, alpha:    0.0986, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52906, alpha:    0.0937, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52907, alpha:    0.0890, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52909, alpha:    0.0846, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52911, alpha:    0.0803, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52913, alpha:    0.0763, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52915, alpha:    0.0725, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52916, alpha:    0.0689, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52918, alpha:    0.0654, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52920, alpha:    0.0622, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52922, alpha:    0.0591, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52924, alpha:    0.0561, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52926, alpha:    0.0533, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52928, alpha:    0.0506, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52930, alpha:    0.0481, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52932, alpha:    0.0457, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52934, alpha:    0.0434, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52936, alpha:    0.0412, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52938, alpha:    0.0392, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52940, alpha:    0.0372, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52942, alpha:    0.0354, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52944, alpha:    0.0336, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52946, alpha:    0.0319, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52948, alpha:    0.0303, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52950, alpha:    0.0288, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52952, alpha:    0.0274, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52954, alpha:    0.0260, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52956, alpha:    0.0247, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52958, alpha:    0.0235, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52960, alpha:    0.0223, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52962, alpha:    0.0212, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52964, alpha:    0.0201, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52965, alpha:    0.0191, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52967, alpha:    0.0182, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52969, alpha:    0.0172, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52971, alpha:    0.0164, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52973, alpha:    0.0156, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52975, alpha:    0.0148, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52977, alpha:    0.0140, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52979, alpha:    0.0133, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52981, alpha:    0.0127, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52983, alpha:    0.0120, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52984, alpha:    0.0114, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52986, alpha:    0.0109, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52988, alpha:    0.0103, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52989, alpha:    0.0098, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52991, alpha:    0.0093, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52993, alpha:    0.0089, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52994, alpha:    0.0084, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52996, alpha:    0.0080, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52998, alpha:    0.0076, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53000, alpha:    0.0072, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53001, alpha:    0.0068, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53003, alpha:    0.0065, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53005, alpha:    0.0062, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53007, alpha:    0.0059, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53009, alpha:    0.0056, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53011, alpha:    0.0053, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53012, alpha:    0.0050, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53014, alpha:    0.0048, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53016, alpha:    0.0045, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53018, alpha:    0.0043, rms:    1.8961
