Read the target shape in
 ./files/input/20190331ResidueMirrorAndCyl_MA-0.05mmMT-0.002Offset450nm.txt
Read the unit sputter yield in
 ./files/input/20190331SputerYieldon20190331.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2285
  # 1/2 Unit :    1142
  # All      :    8970
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       3
  # Thread   :       0
  # Thread   :       2
Computation time for initialization:    0.0042

Have memorized arrays 1 times
loop:    134400, alpha:   10.5000, rms:    1.4713
loop:    134800, alpha:   10.5000, rms:    1.4708
loop:    135200, alpha:   10.5000, rms:    1.4704
loop:    135600, alpha:   10.5000, rms:    1.4700
loop:    136000, alpha:   10.5000, rms:    1.4696
loop:    136400, alpha:   10.5000, rms:    1.4692
loop:    136800, alpha:   10.5000, rms:    1.4688
loop:    137200, alpha:   10.5000, rms:    1.4684
loop:    137600, alpha:   10.5000, rms:    1.4680
loop:    138000, alpha:   10.5000, rms:    1.4676
loop:    138400, alpha:   10.5000, rms:    1.4672
loop:    138800, alpha:   10.5000, rms:    1.4668
loop:    139200, alpha:   10.5000, rms:    1.4664
loop:    139600, alpha:   10.5000, rms:    1.4660
Have memorized arrays 15 times
loop:    140000, alpha:   10.5000, rms:    1.4656
loop:    140400, alpha:   10.5000, rms:    1.4652
loop:    140800, alpha:   10.5000, rms:    1.4649
loop:    141200, alpha:   10.5000, rms:    1.4645
loop:    141600, alpha:   10.5000, rms:    1.4641
loop:    142000, alpha:   10.5000, rms:    1.4637
loop:    142400, alpha:   10.5000, rms:    1.4633
loop:    142800, alpha:   10.5000, rms:    1.4629
loop:    143200, alpha:   10.5000, rms:    1.4626
loop:    143600, alpha:   10.5000, rms:    1.4622
loop:    144000, alpha:   10.5000, rms:    1.4618
loop:    144400, alpha:   10.5000, rms:    1.4614
loop:    144800, alpha:   10.5000, rms:    1.4611
loop:    145200, alpha:   10.5000, rms:    1.4607
loop:    145600, alpha:   10.5000, rms:    1.4603
loop:    146000, alpha:   10.5000, rms:    1.4600
loop:    146400, alpha:   10.5000, rms:    1.4596
loop:    146800, alpha:   10.5000, rms:    1.4592
loop:    147200, alpha:   10.5000, rms:    1.4589
loop:    147600, alpha:   10.5000, rms:    1.4585
loop:    148000, alpha:   10.5000, rms:    1.4582
loop:    148400, alpha:   10.5000, rms:    1.4578
loop:    148800, alpha:   10.5000, rms:    1.4574
loop:    149200, alpha:   10.5000, rms:    1.4571
loop:    149600, alpha:   10.5000, rms:    1.4567
Have memorized arrays 16 times
loop:    150000, alpha:   10.5000, rms:    1.4564
loop:    150400, alpha:   10.5000, rms:    1.4561
loop:    150800, alpha:   10.5000, rms:    1.4557
loop:    151200, alpha:   10.5000, rms:    1.4554
loop:    151600, alpha:   10.5000, rms:    1.4550
loop:    152000, alpha:   10.5000, rms:    1.4547
loop:    152400, alpha:   10.5000, rms:    1.4543
loop:    152800, alpha:   10.5000, rms:    1.4540
loop:    153200, alpha:   10.5000, rms:    1.4537
loop:    153600, alpha:   10.5000, rms:    1.4533
loop:    154000, alpha:   10.5000, rms:    1.4530
loop:    154400, alpha:   10.5000, rms:    1.4527
loop:    154800, alpha:   10.5000, rms:    1.4524
loop:    155200, alpha:   10.5000, rms:    1.4520
loop:    155600, alpha:   10.5000, rms:    1.4517
