Count	Target	Error	Dwell Time	Expected Figure	Sputter Yield              Error in RMS           Target Elements             Unit Elements            Total Elements
740	0.00E+00	0.00E+00	0.00E+00	1.93E-01	0.00E+00
741	0.00E+00	0.00E+00	0.00E+00	1.78E-01	0.00E+00
742	0.00E+00	0.00E+00	0.00E+00	1.62E-01	0.00E+00
743	0.00E+00	0.00E+00	0.00E+00	1.46E-01	0.00E+00
744	0.00E+00	0.00E+00	0.00E+00	1.29E-01	0.00E+00
745	0.00E+00	0.00E+00	0.00E+00	1.12E-01	0.00E+00
746	0.00E+00	0.00E+00	0.00E+00	9.53E-02	0.00E+00
747	0.00E+00	0.00E+00	0.00E+00	7.83E-02	0.00E+00
748	0.00E+00	0.00E+00	0.00E+00	6.17E-02	0.00E+00
749	0.00E+00	0.00E+00	0.00E+00	4.59E-02	0.00E+00
750	0.00E+00	0.00E+00	0.00E+00	3.16E-02	0.00E+00
751	0.00E+00	0.00E+00	0.00E+00	1.94E-02	0.00E+00
752	0.00E+00	0.00E+00	0.00E+00	9.82E-03	0.00E+00
753	0.00E+00	0.00E+00	0.00E+00	3.28E-03	0.00E+00
