RMS,1.34999939,Time,2018/1/22 14:10,,,,,,,,
count,purpose,ResidualError,TimeDistribution,Working,spot,,,,,,
5809,611.750159,0,4946.245874,742.4025048,0,,,,,,
5810,611.750159,0,4897.535696,742.5734361,0,,,,,,
5811,611.750159,0,4848.997679,742.7402613,0,,,,,,
5812,611.750159,0,4800.637849,742.9029907,0,,,,,,
5813,611.750159,0,4752.712442,743.0616321,0,,,,,,
5814,611.750159,0,4705.23402,743.2161906,0,,,,,,
5815,611.750159,0,4658.216162,743.3666733,0,,,,,,
5816,611.750159,0,4611.669878,743.5130901,0,,,,,,
5817,611.750159,0,4565.607143,743.6554496,0,,,,,,
5818,611.750159,0,4520.037518,743.7937562,0,,,,,,
5819,611.750159,0,4474.971049,743.9280161,0,,,,,,
5820,611.750159,0,4430.415516,744.0582356,0,,,,,,
5821,611.750159,0,4386.379136,744.1844211,0,,,,,,
5822,611.750159,0,4342.867804,744.3065809,0,,,,,,
5823,611.750159,0,4299.887803,744.4247258,0,,,,,,
5824,611.750159,0,4257.443042,744.5388713,0,,,,,,
5825,611.750159,0,4215.044436,744.6490343,0,,,,,,
5826,611.750159,0,4172.677567,744.755233,0,,,,,,
5827,611.750159,0,4130.328138,744.8574852,0,,,,,,
5828,611.750159,0,4087.979146,744.9558077,0,,,,,,
5829,611.750159,0,4045.613683,745.0502167,0,,,,,,
5830,611.750159,0,4003.212034,745.1407285,0,,,,,,
5831,611.750159,0,3960.754697,745.2273588,0,,,,,,
5832,611.750159,0,3918.219253,745.3101253,0,,,,,,
5833,611.750159,0,3875.583454,745.3890479,0,,,,,,
5834,611.750159,0,3832.822083,745.4641463,0,,,,,,
5835,611.750159,0,3789.910052,745.5354397,0,,,,,,
5836,611.750159,0,3746.819238,745.6029473,0,,,,,,
5837,611.750159,0,3703.838217,745.6666868,0,,,,,,
5838,611.750159,0,3660.946261,745.7266747,0,,,,,,
5839,611.750159,0,3618.122772,745.782928,0,,,,,,
5840,611.750159,0,3575.344125,745.8354638,0,,,,,,
5841,611.750159,0,3532.586749,745.8842997,0,,,,,,
5842,611.750159,0,3489.823966,745.9294603,0,,,,,,
5843,611.750159,0,3447.02908,745.9709721,0,,,,,,
5844,611.750159,0,3404.172215,746.0088622,0,,,,,,
5845,611.750159,0,3361.223409,746.0431585,0,,,,,,
5846,611.750159,0,3318.149448,746.073888,0,,,,,,
5847,611.750159,0,3274.916968,746.1010783,0,,,,,,
5848,611.750159,0,3231.489287,746.1247585,0,,,,,,
5849,611.750159,0,3190.535549,746.1449595,0,,,,,,
5850,611.750159,0,3152.104621,746.1617145,0,,,,,,
5851,611.750159,0,3116.246247,746.1750562,0,,,,,,
5852,611.750159,0,3083.008089,746.1850128,0,,,,,,
5853,611.750159,0,3052.438639,746.1916105,0,,,,,,
5854,611.750159,0,3024.584174,746.1948748,0,,,,,,
5855,611.750159,0,2999.491879,746.1948303,0,,,,,,
5856,611.750159,0,2977.206589,746.1914996,0,,,,,,
5857,611.750159,0,2957.773981,746.1849029,0,,,,,,
5858,611.750159,0,2941.237313,746.1750579,0,,,,,,
5859,611.750159,0,2927.640612,746.1619799,0,,,,,,
5860,611.750159,0,2917.025402,746.1456822,0,,,,,,
5861,611.750159,0,2904.089945,746.1261766,0,,,,,,
5862,611.750159,0,2888.697834,746.1034742,0,,,,,,
5863,611.750159,0,2870.711031,746.0775861,0,,,,,,
5864,611.750159,0,2849.986141,746.0485226,0,,,,,,
5865,611.750159,0,2826.378058,746.0162944,0,,,,,,
5866,611.750159,0,2799.73624,745.9809139,0,,,,,,
5867,611.750159,0,2769.908315,745.942395,0,,,,,,
5868,611.750159,0,2736.736407,745.9007525,0,,,,,,
5869,611.750159,0,2700.060737,745.8560017,0,,,,,,
5870,611.750159,0,2659.715944,745.808158,0,,,,,,
5871,611.750159,0,2615.534699,745.757237,0,,,,,,
5872,611.750159,0,2567.34402,745.7032544,0,,,,,,
5873,611.750159,0,2519.513945,745.6462273,0,,,,,,
5874,611.750159,0,2472.013476,745.5861736,0,,,,,,
5875,611.750159,0,2424.811469,745.5231068,0,,,,,,
5876,611.750159,0,2377.873289,745.4570392,0,,,,,,
5877,611.750159,0,2331.164121,745.3879836,0,,,,,,
5878,611.750159,0,2284.645631,745.315956,0,,,,,,
5879,611.750159,0,2238.279278,745.2409763,0,,,,,,
5880,611.750159,0,2192.022963,745.1630646,0,,,,,,
5881,611.750159,0,2145.834351,745.0822412,0,,,,,,
5882,611.750159,0,2099.667505,744.9985268,0,,,,,,
5883,611.750159,0,2053.476214,744.9119421,0,,,,,,
5884,611.750159,0,2007.210625,744.822508,0,,,,,,
5885,611.750159,0,1964.796422,744.7302467,0,,,,,,
5886,611.750159,0,1926.31072,744.6351818,0,,,,,,
5887,611.750159,0,1891.831953,744.5373456,0,,,,,,
5888,611.750159,0,1861.43681,744.4367717,0,,,,,,
5889,611.750159,0,1835.203277,744.3334926,0,,,,,,
5890,611.750159,0,1813.207414,744.227539,0,,,,,,
5891,611.750159,0,1795.526806,744.1189392,0,,,,,,
5892,611.750159,0,1782.236931,744.0077203,0,,,,,,
5893,611.750159,0,1773.41474,743.8939087,0,,,,,,
5894,611.750159,0,1769.135007,743.7775295,0,,,,,,
5895,611.750159,0,1764.008834,743.6586068,0,,,,,,
5896,611.750159,0,1757.930126,743.5371625,0,,,,,,
5897,611.750159,0,1750.791834,743.4132173,0,,,,,,
5898,611.750159,0,1742.481822,743.2867899,0,,,,,,
5899,611.750159,0,1732.886901,743.1578907,0,,,,,,
5900,611.750159,0,1721.888758,743.0265258,0,,,,,,
5901,611.750159,0,1709.367785,742.8927012,0,,,,,,
5902,611.750159,0,1695.199212,742.7564236,0,,,,,,
5903,611.750159,0,1679.256892,742.6177012,0,,,,,,
5904,611.750159,0,1661.40942,742.4765418,0,,,,,,
5905,611.750159,0,1641.523939,742.332953,0,,,,,,
5906,611.750159,0,1619.462258,742.1869418,0,,,,,,
5907,611.750159,0,1598.733228,742.0385146,0,,,,,,
5908,611.750159,0,1579.311944,741.8876783,0,,,,,,
5909,611.750159,0,1561.173485,741.7344397,0,,,,,,
5910,611.750159,0,1544.289311,741.5788066,0,,,,,,
5911,611.750159,0,1528.630846,741.4207788,0,,,,,,
5912,611.750159,0,1514.165911,741.260356,0,,,,,,
5913,611.750159,0,1500.862173,741.0975374,0,,,,,,
5914,611.750159,0,1488.683724,740.9323256,0,,,,,,
5915,611.750159,0,1477.594483,740.764727,0,,,,,,
5916,611.750159,0,1467.554764,740.5947479,0,,,,,,
5917,611.750159,0,1458.524697,740.4223943,0,,,,,,
5918,611.750159,0,1450.460776,740.247672,0,,,,,,
5919,611.750159,0,1445.789702,740.0705864,0,,,,,,
5920,611.750159,0,1444.545477,739.8911431,0,,,,,,
5921,611.750159,0,1446.762924,739.7093586,0,,,,,,
5922,611.750159,0,1452.474411,739.5252544,0,,,,,,
5923,611.750159,0,1461.713115,739.3388533,0,,,,,,
5924,611.750159,0,1474.509778,739.1501791,0,,,,,,
5925,611.750159,0,1490.895867,738.9592568,0,,,,,,
5926,611.750159,0,1510.900428,738.7661105,0,,,,,,
5927,611.750159,0,1534.553207,738.5707631,0,,,,,,
5928,611.750159,0,1561.881491,738.3732365,0,,,,,,
5929,611.750159,0,1592.913236,738.1735546,0,,,,,,
5930,611.750159,0,1627.673899,737.9717424,0,,,,,,
5931,611.750159,0,1663.301287,737.7678257,0,,,,,,
5932,611.750159,0,1699.72379,737.5618304,0,,,,,,
5933,611.750159,0,1736.869168,737.353776,0,,,,,,
5934,611.750159,0,1774.661127,737.1436776,0,,,,,,
5935,611.750159,0,1813.022683,736.9315502,0,,,,,,
5936,611.750159,0,1851.872783,736.7174055,0,,,,,,
5937,611.750159,0,1891.1295,736.5012517,0,,,,,,
5938,611.750159,0,1930.706844,736.2830966,0,,,,,,
5939,611.750159,0,1970.517891,736.062948,0,,,,,,
5940,611.750159,0,2010.471595,735.8408143,0,,,,,,
5941,611.750159,0,2050.475932,735.6167034,0,,,,,,
5942,611.750159,0,2090.434701,735.3906231,0,,,,,,
5943,611.750159,0,2130.416356,735.1625821,0,,,,,,
5944,611.750159,0,2170.324906,734.9325895,0,,,,,,
5945,611.750159,0,2210.063378,734.7006481,0,,,,,,
5946,611.750159,0,2249.530621,734.4667557,0,,,,,,
5947,611.750159,0,2288.624471,734.2309079,0,,,,,,
5948,611.750159,0,2327.23848,733.9931043,0,,,,,,
5949,611.750159,0,2365.265326,733.7533507,0,,,,,,
5950,611.750159,0,2402.593283,733.51165,0,,,,,,
5951,611.750159,0,2439.109746,733.2680021,0,,,,,,
5952,611.750159,0,2474.697681,733.022405,0,,,,,,
5953,611.750159,0,2509.239155,732.7748523,0,,,,,,
5954,611.750159,0,2542.611787,732.5253342,0,,,,,,
5955,611.750159,0,2575.826241,732.2738386,0,,,,,,
5956,611.750159,0,2608.792101,732.0203519,0,,,,,,
5957,611.750159,0,2641.418505,731.7648672,0,,,,,,
5958,611.750159,0,2673.610667,731.5073805,0,,,,,,
5959,611.750159,0,2705.273349,731.2478897,0,,,,,,
5960,611.750159,0,2736.307317,730.9863947,0,,,,,,
5961,611.750159,0,2766.612991,730.7228977,0,,,,,,
5962,611.750159,0,2796.086723,730.4574029,0,,,,,,
5963,611.750159,0,2824.624511,730.1899164,0,,,,,,
5964,611.750159,0,2852.118273,729.9204462,0,,,,,,
5965,611.750159,0,2878.459563,729.6490029,0,,,,,,
5966,611.750159,0,2903.535844,729.3755993,0,,,,,,
5967,611.750159,0,2933.145897,729.1002496,0,,,,,,
5968,611.750159,0,2967.36746,728.8229688,0,,,,,,
5969,611.750159,0,3006.280398,728.5437717,0,,,,,,
5970,611.750159,0,3049.963436,728.2626731,0,,,,,,
5971,611.750159,0,3098.497437,727.9796877,0,,,,,,
5972,611.750159,0,3151.962193,727.694828,0,,,,,,
5973,611.750159,0,3210.439509,727.4081032,0,,,,,,
5974,611.750159,0,3274.01019,727.1195229,0,,,,,,
5975,611.750159,0,3342.757054,726.8290961,0,,,,,,
5976,611.750159,0,3416.761904,726.5368303,0,,,,,,
5977,611.750159,0,3490.789622,726.2427333,0,,,,,,
5978,611.750159,0,3564.747759,725.9468136,0,,,,,,
5979,611.750159,0,3638.543603,725.6490784,0,,,,,,
5980,611.750159,0,3712.080699,725.3495337,0,,,,,,
5981,611.750159,0,3785.262276,725.0481806,0,,,,,,
5982,611.750159,0,3857.987798,724.7450173,0,,,,,,
5983,611.750159,0,3930.156314,724.4400393,0,,,,,,
5984,611.750159,0,4001.66309,724.1332443,0,,,,,,
5985,611.750159,0,4072.402943,723.8246338,0,,,,,,
5986,611.750159,0,4142.266873,723.5142062,0,,,,,,
5987,611.750159,0,4211.145415,723.2019565,0,,,,,,
5988,611.750159,0,4278.925264,722.8878778,0,,,,,,
5989,611.750159,0,4347.333488,722.5719592,0,,,,,,
5990,611.750159,0,4416.313114,722.2541865,0,,,,,,
5991,611.750159,0,4485.807488,721.9345477,0,,,,,,
5992,611.750159,0,4555.757042,721.6130331,0,,,,,,
5993,611.750159,0,4626.102562,721.289624,0,,,,,,
5994,611.750159,0,4696.78198,720.9642986,0,,,,,,
5995,611.750159,0,4767.733537,720.6370368,0,,,,,,
5996,611.750159,0,4838.892681,720.3078206,0,,,,,,
5997,611.750159,0,4910.195218,719.9766338,0,,,,,,
5998,611.750159,0,4981.574196,719.643462,0,,,,,,
5999,611.750159,0,5052.963046,719.3082935,0,,,,,,
6000,611.750159,0,5124.29248,718.9711185,0,,,,,,
6001,611.750159,0,5195.41449,718.6319289,0,,,,,,
6002,611.750159,0,5266.254928,718.290718,0,,,,,,
6003,611.750159,0,5336.740087,717.9474904,0,,,,,,
6004,611.750159,0,5406.79357,717.6022557,0,,,,,,
6005,611.750159,0,5476.339476,717.2550253,0,,,,,,
6006,611.750159,0,5545.29927,716.9058117,0,,,,,,
6007,611.750159,0,5613.5949,716.5546291,0,,,,,,
6008,611.750159,0,5681.145733,716.201492,0,,,,,,
6009,611.750159,0,5747.871648,715.8464149,0,,,,,,
6010,611.750159,0,5813.689962,715.4894135,0,,,,,,
6011,611.750159,0,5878.518514,715.1305057,0,,,,,,
6012,611.750159,0,5942.272582,714.769711,0,,,,,,
6013,611.750159,0,6006.436372,714.4070499,0,,,,,,
6014,611.750159,0,6070.97479,714.0425429,0,,,,,,
6015,611.750159,0,6135.853917,713.6762048,0,,,,,,
6016,611.750159,0,6201.038029,713.3080451,0,,,,,,
6017,611.750159,0,6266.492563,712.9380702,0,,,,,,
6018,611.750159,0,6332.18124,712.5662852,0,,,,,,
6019,611.750159,0,6398.068721,712.1926936,0,,,,,,
6020,611.750159,0,6464.11804,711.817296,0,,,,,,
6021,611.750159,0,6530.293179,711.4400899,0,,,,,,
6022,611.750159,0,6596.556496,711.0610698,0,,,,,,
6023,611.750159,0,6662.871316,710.6802271,0,,,,,,
6024,611.750159,0,6729.199344,710.2975495,0,,,,,,
6025,611.750159,0,6795.072523,709.9130237,0,,,,,,
6026,611.750159,0,6860.437773,709.5266355,0,,,,,,
6027,611.750159,0,6925.242869,709.138371,0,,,,,,
6028,611.750159,0,6989.433822,708.7482171,0,,,,,,
6029,611.750159,0,7052.957549,708.3561614,0,,,,,,
6030,611.750159,0,7115.759203,707.9621928,0,,,,,,
6031,611.750159,0,7177.784985,707.5663025,0,,,,,,
6032,611.750159,0,7238.979345,707.1684819,0,,,,,,
6033,611.750159,0,7299.287835,706.7687229,0,,,,,,
6034,611.750159,0,7358.654306,706.3670153,0,,,,,,
6035,611.750159,0,7417.023774,705.9633497,0,,,,,,
6036,611.750159,0,7474.339606,705.5577169,0,,,,,,
6037,611.750159,0,7530.513261,705.1501095,0,,,,,,
6038,611.750159,0,7585.486638,704.7405216,0,,,,,,
6039,611.750159,0,7639.202901,704.3289446,0,,,,,,
6040,611.750159,0,7691.603652,703.9153704,0,,,,,,
6041,611.750159,0,7742.631817,703.4997911,0,,,,,,
6042,611.750159,0,7792.228844,703.0822004,0,,,,,,
6043,611.750159,0,7840.337478,702.6625931,0,,,,,,
6044,611.750159,0,7886.89907,702.240965,0,,,,,,
6045,611.750159,0,7931.856316,701.8173122,0,,,,,,
6046,611.750159,0,7975.150566,701.3916321,0,,,,,,
6047,611.750159,0,8016.724566,700.9639228,0,,,,,,
6048,611.750159,0,8056.519758,700.5341829,0,,,,,,
6049,611.750159,0,8097.892682,700.1024093,0,,,,,,
6050,611.750159,0,8140.897413,699.6685968,0,,,,,,
6051,611.750159,0,8185.590956,699.2327399,0,,,,,,
6052,611.750159,0,8232.030807,698.7948328,0,,,,,,
6053,611.750159,0,8280.27745,698.3548686,0,,,,,,
6054,611.750159,0,8330.392025,697.91284,0,,,,,,
6055,611.750159,0,8382.438485,697.4687391,0,,,,,,
6056,611.750159,0,8436.481609,697.0225575,0,,,,,,
6057,611.750159,0,8492.58904,696.5742856,0,,,,,,
6058,611.750159,0,8550.8293,696.1239126,0,,,,,,
6059,611.750159,0,8609.492996,695.671426,0,,,,,,
6060,611.750159,0,8668.593825,695.2168117,0,,,,,,
6061,611.750159,0,8728.147697,694.7600578,0,,,,,,
6062,611.750159,0,8788.170585,694.3011543,0,,,,,,
6063,611.750159,0,8848.680727,693.8400925,0,,,,,,
6064,611.750159,0,8909.696469,693.3768628,0,,,,,,
6065,611.750159,0,8971.238463,692.9114564,0,,,,,,
6066,611.750159,0,9033.327449,692.443864,0,,,,,,
6067,611.750159,0,9095.986665,691.9740754,0,,,,,,
6068,611.750159,0,9159.239412,691.5020817,0,,,,,,
6069,611.750159,0,9223.111543,691.0278752,0,,,,,,
6070,611.750159,0,9287.629026,690.5514507,0,,,,,,
6071,611.750159,0,9351.795093,690.0728046,0,,,,,,
6072,611.750159,0,9415.604719,689.5919345,0,,,,,,
6073,611.750159,0,9479.055117,689.1088376,0,,,,,,
6074,611.750159,0,9542.143211,688.6235113,0,,,,,,
6075,611.750159,0,9604.86823,688.1359456,0,,,,,,
6076,611.750159,0,9667.229053,687.646128,0,,,,,,
6077,611.750159,0,9729.227128,687.1540452,0,,,,,,
6078,611.750159,0,9790.863498,686.659687,0,,,,,,
6079,611.750159,0,9852.141841,686.1630474,0,,,,,,
6080,611.750159,0,9913.06549,685.6641193,0,,,,,,
6081,611.750159,0,9973.640479,685.1628945,0,,,,,,
6082,611.750159,0,10033.87256,684.6593618,0,,,,,,
6083,611.750159,0,10092.79464,684.1535087,0,,,,,,
6084,611.750159,0,10150.38289,683.6453218,0,,,,,,
6085,611.750159,0,10206.61596,683.134792,0,,,,,,
6086,611.750159,0,10261.47189,682.6219125,0,,,,,,
6087,611.750159,0,10314.93122,682.1066769,0,,,,,,
6088,611.750159,0,10366.97422,681.5890797,0,,,,,,
6089,611.750159,0,10417.58328,681.0691163,0,,,,,,
6090,611.750159,0,10466.74081,680.546776,0,,,,,,
6091,611.750159,0,10514.43143,680.0220411,0,,,,,,
6092,611.750159,0,10560.63986,679.4948954,0,,,,,,
6093,611.750159,0,10605.35306,678.9653232,0,,,,,,
6094,611.750159,0,10648.55819,678.4333099,0,,,,,,
6095,611.750159,0,10688.59713,677.8988409,0,,,,,,
6096,611.750159,0,10725.40527,677.3619019,0,,,,,,
6097,611.750159,0,10758.91966,676.8224805,0,,,,,,
6098,611.750159,0,10789.07677,676.2805649,0,,,,,,
6099,611.750159,0,10815.81475,675.7361436,0,,,,,,
6100,611.750159,0,10839.07122,675.1892088,0,,,,,,
6101,611.750159,0,10858.78552,674.6397579,0,,,,,,
6102,611.750159,0,10874.89648,674.0877881,0,,,,,,
6103,611.750159,0,10887.34471,673.5332808,0,,,,,,
6104,611.750159,0,10896.07035,672.9762124,0,,,,,,
6105,611.750159,0,10901.01535,672.4165794,0,,,,,,
6106,611.750159,0,10902.12125,671.854379,0,,,,,,
6107,611.750159,0,10901.34722,671.28961,0,,,,,,
6108,611.750159,0,10898.70271,670.7222732,0,,,,,,
6109,611.750159,0,10894.20002,670.1523721,0,,,,,,
6110,611.750159,0,10887.85215,669.5799121,0,,,,,,
6111,611.750159,0,10879.67499,669.0048996,0,,,,,,
6112,611.750159,0,10869.68515,668.4273419,0,,,,,,
6113,611.750159,0,10857.90238,667.8472473,0,,,,,,
6114,611.750159,0,10844.34714,667.2646247,0,,,,,,
6115,611.750159,0,10829.04312,666.6794841,0,,,,,,
6116,611.750159,0,10812.01482,666.0918369,0,,,,,,
6117,611.750159,0,10793.29003,665.5016953,0,,,,,,
6118,611.750159,0,10772.89746,664.9090729,0,,,,,,
6119,611.750159,0,10752.22772,664.3139817,0,,,,,,
6120,611.750159,0,10731.35863,663.7164329,0,,,,,,
6121,611.750159,0,10710.37204,663.1164393,0,,,,,,
6122,611.750159,0,10689.35155,662.5140101,0,,,,,,
6123,611.750159,0,10668.38487,661.909153,0,,,,,,
6124,611.750159,0,10647.56171,661.3018743,0,,,,,,
6125,611.750159,0,10626.97564,660.6921785,0,,,,,,
6126,611.750159,0,10606.72246,660.0800685,0,,,,,,
6127,611.750159,0,10586.90188,659.4655455,0,,,,,,
6128,611.750159,0,10567.61595,658.848607,0,,,,,,
6129,611.750159,0,10548.97068,658.229249,0,,,,,,
6130,611.750159,0,10531.0745,657.607466,0,,,,,,
6131,611.750159,0,10512.29331,656.9832515,0,,,,,,
6132,611.750159,0,10492.68448,656.3565989,0,,,,,,
6133,611.750159,0,10472.30882,655.7274958,0,,,,,,
6134,611.750159,0,10451.22878,655.0959279,0,,,,,,
6135,611.750159,0,10429.51028,654.461879,0,,,,,,
6136,611.750159,0,10407.22095,653.8253312,0,,,,,,
6137,611.750159,0,10384.43198,653.1862647,0,,,,,,
6138,611.750159,0,10361.21633,652.5446578,0,,,,,,
6139,611.750159,0,10337.65061,651.9004873,0,,,,,,
6140,611.750159,0,10313.81326,651.2537294,0,,,,,,
6141,611.750159,0,10288.98898,650.6043585,0,,,,,,
6142,611.750159,0,10263.23558,649.9523467,0,,,,,,
6143,611.750159,0,10236.6143,649.2976678,0,,,,,,
6144,611.750159,0,10209.18799,648.6402965,0,,,,,,
6145,611.750159,0,10181.02301,647.9802097,0,,,,,,
6146,611.750159,0,10152.18737,647.3173868,0,,,,,,
6147,611.750159,0,10122.75268,646.6518119,0,,,,,,
6148,611.750159,0,10092.79222,645.9834734,0,,,,,,
6149,611.750159,0,10062.38304,645.3123649,0,,,,,,
6150,611.750159,0,10031.60387,644.6384844,0,,,,,,
6151,611.750159,0,10000.53729,643.9618353,0,,,,,,
6152,611.750159,0,9969.267626,643.2824239,0,,,,,,
6153,611.750159,0,9936.97005,642.6002617,0,,,,,,
6154,611.750159,0,9903.70454,641.9153653,0,,,,,,
6155,611.750159,0,9869.534659,641.2277518,0,,,,,,
6156,611.750159,0,9834.525386,640.5374389,0,,,,,,
6157,611.750159,0,9798.745358,639.8444442,0,,,,,,
6158,611.750159,0,9762.264727,639.1487864,0,,,,,,
6159,611.750159,0,9725.157276,638.4504811,0,,,,,,
6160,611.750159,0,9687.498415,637.7495406,0,,,,,,
6161,611.750159,0,9649.367249,637.0459742,0,,,,,,
6162,611.750159,0,9610.844574,636.3397878,0,,,,,,
6163,611.750159,0,9572.014955,635.6309838,0,,,,,,
6164,611.750159,0,9532.964713,634.9195637,0,,,,,,
6165,611.750159,0,9493.130517,634.2055257,0,,,,,,
6166,611.750159,0,9452.582832,633.4888641,0,,,,,,
6167,611.750159,0,9411.395769,632.769576,0,,,,,,
6168,611.750159,0,9369.64501,632.0476597,0,,,,,,
6169,611.750159,0,9327.409959,631.3231139,0,,,,,,
6170,611.750159,0,9284.77171,630.5959345,0,,,,,,
6171,611.750159,0,9241.815056,629.8661175,0,,,,,,
6172,611.750159,0,9198.626594,629.1336587,0,,,,,,
6173,611.750159,0,9155.296688,628.3985544,0,,,,,,
6174,611.750159,0,9111.917571,627.6608005,0,,,,,,
6175,611.750159,0,9068.585314,626.9203933,0,,,,,,
6176,611.750159,0,9025.397913,626.1773255,0,,,,,,
6177,611.750159,0,8979.843267,625.4315889,0,,,,,,
6178,611.750159,0,8931.939152,624.6831747,0,,,,,,
6179,611.750159,0,8881.706193,623.9320773,0,,,,,,
6180,611.750159,0,8829.165753,623.1782944,0,,,,,,
6181,611.750159,0,8774.342095,622.4218252,0,,,,,,
6182,611.750159,0,8717.260292,621.6626714,0,,,,,,
6183,611.750159,0,8657.948315,620.9008361,0,,,,,,
6184,611.750159,0,8596.435018,620.1363249,0,,,,,,
6185,611.750159,0,8532.7522,619.3691456,0,,,,,,
6186,611.750159,0,8466.932585,618.5993108,0,,,,,,
6187,611.750159,0,8399.011897,617.8268354,0,,,,,,
6188,611.750159,0,8329.026822,617.051736,0,,,,,,
6189,611.750159,0,8258.110555,616.2740307,0,,,,,,
6190,611.750159,0,8186.339857,615.4937393,0,,,,,,
6191,611.750159,0,8113.795044,614.7108819,0,,,,,,
6192,611.750159,0,8040.558025,613.9254781,0,,,,,,
6193,611.750159,0,7966.71431,613.1375468,0,,,,,,
6194,611.750159,0,7892.35106,612.3471058,0,,,,,,
6195,611.750159,0,7817.559064,611.554172,0,,,,,,
6196,611.750159,0,7742.430822,610.7587614,0,,,,,,
6197,611.750159,0,7667.062524,609.9608885,0,,,,,,
6198,611.750159,0,7591.55213,609.160565,0,,,,,,
6199,611.750159,0,7516.001348,608.3578016,0,,,,,,
6200,611.750159,0,7440.513722,607.5526079,0,,,,,,
6201,611.750159,0,7364.185988,606.7449933,0,,,,,,
6202,611.750159,0,7287.094115,605.9349669,0,,,,,,
6203,611.750159,0,7209.317539,605.1225418,0,,,,,,
6204,611.750159,0,7130.937158,604.307733,0,,,,,,
6205,611.750159,0,7052.037412,603.4905546,0,,,,,,
6206,611.750159,0,6972.704214,602.6710202,0,,,,,,
6207,611.750159,0,6893.027189,601.8491427,0,,,,,,
6208,611.750159,0,6813.097436,601.0249343,0,,,,,,
6209,611.750159,0,6733.009825,600.1984063,0,,,,,,
6210,611.750159,0,6652.860752,599.369569,0,,,,,,
6211,611.750159,0,6572.750432,598.5384331,0,,,,,,
6212,611.750159,0,6492.780655,597.7050098,0,,,,,,
6213,611.750159,0,6410.141179,596.8693097,0,,,,,,
6214,611.750159,0,6324.843202,596.0313428,0,,,,,,
6215,611.750159,0,6236.9006,595.1911181,0,,,,,,
6216,611.750159,0,6146.327418,594.3486423,0,,,,,,
6217,611.750159,0,6053.140405,593.5039228,0,,,,,,
6218,611.750159,0,5957.356648,592.656968,0,,,,,,
6219,611.750159,0,5858.995676,591.8077871,0,,,,,,
6220,611.750159,0,5758.077526,590.95639,0,,,,,,
6221,611.750159,0,5654.624717,590.1027881,0,,,,,,
6222,611.750159,0,5548.660303,589.246994,0,,,,,,
6223,611.750159,0,5440.209861,588.3890207,0,,,,,,
6224,611.750159,0,5329.299552,587.5288815,0,,,,,,
6225,611.750159,0,5217.716469,586.6665907,0,,,,,,
6226,611.750159,0,5105.547886,585.8021641,0,,,,,,
6227,611.750159,0,4992.884429,584.9356191,0,,,,,,
6228,611.750159,0,4879.818294,584.0669767,0,,,,,,
6229,611.750159,0,4766.44509,583.1962578,0,,,,,,
6230,611.750159,0,4652.861828,582.3234841,0,,,,,,
6231,611.750159,0,4539.169453,581.4486769,0,,,,,,
6232,611.750159,0,4425.470141,580.5718581,0,,,,,,
6233,611.750159,0,4311.870059,579.6930496,0,,,,,,
6234,611.750159,0,4198.47666,578.8122734,0,,,,,,
6235,611.750159,0,4087.96536,577.9295514,0,,,,,,
6236,611.750159,0,3980.533447,577.0449056,0,,,,,,
6237,611.750159,0,3876.383379,576.158357,0,,,,,,
6238,611.750159,0,3775.720267,575.2699257,0,,,,,,
6239,611.750159,0,3678.754441,574.3796371,0,,,,,,
6240,611.750159,0,3585.69905,573.487515,0,,,,,,
6241,611.750159,0,3496.772244,572.5935831,0,,,,,,
6242,611.750159,0,3412.195154,571.6978641,0,,,,,,
6243,611.750159,0,3332.193359,570.8003804,0,,,,,,
6244,611.750159,0,3256.99719,569.9011536,0,,,,,,
6245,611.750159,0,3186.839746,569.0002047,0,,,,,,
6246,611.750159,0,3121.959475,568.0975532,0,,,,,,
6247,611.750159,0,3056.486031,567.1932185,0,,,,,,
6248,611.750159,0,2990.464721,566.2872195,0,,,,,,
6249,611.750159,0,2923.941113,565.3795759,0,,,,,,
6250,611.750159,0,2856.963137,564.4703083,0,,,,,,
6251,611.750159,0,2789.579004,563.5594314,0,,,,,,
6252,611.750159,0,2721.839316,562.6469594,0,,,,,,
6253,611.750159,0,2653.794972,561.7329037,0,,,,,,
6254,611.750159,0,2585.49929,560.8172729,0,,,,,,
6255,611.750159,0,2517.005916,559.9000727,0,,,,,,
6256,611.750159,0,2448.370944,558.9813059,0,,,,,,
6257,611.750159,0,2379.650817,558.0609722,0,,,,,,
6258,611.750159,0,2310.904461,557.1390707,0,,,,,,
6259,611.750159,0,2241.85062,556.2155963,0,,,,,,
6260,611.750159,0,2172.539885,555.2905404,0,,,,,,
6261,611.750159,0,2103.023095,554.3638919,0,,,,,,
6262,611.750159,0,2033.353455,553.4356404,0,,,,,,
6263,611.750159,0,1963.584438,552.5057781,0,,,,,,
6264,611.750159,0,1893.771911,551.5742952,0,,,,,,
6265,611.750159,0,1823.972026,550.641184,0,,,,,,
6266,611.750159,0,1754.24336,549.7064397,0,,,,,,
6267,611.750159,0,1684.644789,548.7700595,0,,,,,,
6268,611.750159,0,1615.237645,547.8320415,0,,,,,,
6269,611.750159,0,1546.08358,546.8923871,0,,,,,,
6270,611.750159,0,1477.246732,545.9511004,0,,,,,,
6271,611.750159,0,1410.92511,545.0081864,0,,,,,,
6272,611.750159,0,1347.25599,544.0636506,0,,,,,,
6273,611.750159,0,1286.377912,543.1175098,0,,,,,,
6274,611.750159,0,1228.433035,542.1697887,0,,,,,,
